강의번호,강의명,강의실,담당교수,정원,이수구분,영역,학년,학과ID,학점,현재인원
12243,현대응용영어,U602,,30,,비영역과목,전체학년,,2,0
12244,현대응용영어,U602,,30,,비영역과목,전체학년,,2,0
12245,현대응용영어,RC206,,30,,비영역과목,전체학년,,2,0
12246,현대응용영어,U314,,30,,비영역과목,전체학년,,2,0
12247,현대응용영어,RC212,,30,,비영역과목,전체학년,,2,0
13171,알아두면유익한세금강의,U634,,30,,경제사회영역,전체학년,,2,0
11722,학교폭력예방및학생의이해,7508,,30,,비영역과목,전체학년,,2,0
11723,학교폭력예방및학생의이해,7508,,30,,비영역과목,전체학년,,2,0
13170,영어스토리북읽기,U613,,30,,외국어영역,전체학년,,2,0
13165,영화로배우는실용영어,U638,,30,,외국어영역,전체학년,,2,0
13238,애니메이션영어,6506,,30,,외국어영역,전체학년,,2,0
13153,전쟁사,U632,,30,,문사철영역,전체학년,,2,0
13044,아산의축제와예술,6129,,30,,인문학영역,전체학년,,2,0
13097,한국독립운동사,BI101,,30,,인문학영역,전체학년,,2,0
11925,영미대중문화와영어,6508,,30,,외국어영역,전체학년,,2,0
13139,문명사의발전과생명자원,6508,,30,,학제간 융복합영역,전체학년,,2,0
13161,인류문화와동식물,6508,,30,,인문학영역,전체학년,,2,0
13134,현대사회와토론,U636,,30,,학제간 융복합영역,전체학년,,2,0
12033,[K-MOOC]법 on Air [학내가상],학내가상,,30,,경제사회영역,전체학년,,1,0
10266,사회복지와인권,6403,,30,,비영역과목,전체학년,,3,0
10290,보건학개론,6403,,30,,비영역과목,전체학년,,2,0
13091,통계학입문(AI) [학내가상],학내가상,,30,,경제사회영역,전체학년,,3,0
13229,"식물과 술, 문화",3131,,30,,과학기술영역,전체학년,,2,0
13012,그림책의세계,6414,,30,,인문학영역,전체학년,,2,0
13027,미래를여는인문코드,6414,,30,,인문학영역,전체학년,,2,0
13125,그림책과경계의문학,U613,,30,,인문학영역,전체학년,,2,0
13143,초급일어2,U629,,30,,외국어영역,전체학년,,2,0
13145,초급일어2,U629,,30,,외국어영역,전체학년,,2,0
13167,영자신문독해,6514,,30,,외국어영역,전체학년,,2,0
11924,여행영어ABC,6508,,30,,외국어영역,전체학년,,2,0
11926,영어로떠나는세계여행,6508,,30,,외국어영역,전체학년,,2,0
13000,[K-MOOC]연애시읽기 [학내가상],학내가상,,30,,인문학영역,전체학년,,1,0
13006,공공기관취업전략1 [학내가상],학내가상,,30,,인문학영역,전체학년,,2,0
13008,공공기관취업전략2 [학내가상],학내가상,,30,,인문학영역,전체학년,,2,0
13010,공공기관취업전략3 [학내가상],학내가상,,30,,인문학영역,전체학년,,2,0
11046,운동처방프로그램,6403,,30,,비영역과목,전체학년,,2,0
11160,운동학습및제어,6403,,30,,비영역과목,전체학년,,2,0
10414,스포츠용어및해설,6403,,30,,비영역과목,전체학년,,2,0
10415,스포츠윤리,6403,,30,,비영역과목,전체학년,,2,0
10397,스포츠병리학,6403,,30,,비영역과목,전체학년,,2,0
10389,생애스포츠론,6506,,30,,비영역과목,전체학년,,2,0
10285,근저항운동,6403,,30,,비영역과목,전체학년,,2,0
11171,체육교재연구및지도법,6403,,30,,비영역과목,전체학년,,2,0
13140,초급일어1,RC202,,30,,외국어영역,전체학년,,2,0
13142,초급일어1,RC202,,30,,외국어영역,전체학년,,2,0
10016,파이썬프로그래밍(융합),6205,,30,,비영역과목,전체학년,,3,0
10017,파이썬프로그래밍(기초),6207,,30,,비영역과목,전체학년,,3,0
10018,자료구조(융합),6205,,30,,비영역과목,전체학년,,3,0
10012,자료구조(기초),6207,,30,,비영역과목,전체학년,,3,0
10014,인공지능(융합),6205,,30,,비영역과목,전체학년,,3,0
10015,인공지능(기초),6207,,30,,비영역과목,전체학년,,3,0
10019,머신러닝(융합),6205,,30,,비영역과목,전체학년,,3,0
10013,머신러닝(기초),6207,,30,,비영역과목,전체학년,,3,0
10011,빅데이터분석(융합),6205,,30,,비영역과목,전체학년,,3,0
10020,빅데이터분석(기초),6207,,30,,비영역과목,전체학년,,3,0
12998,[K-MOOC]손자병법의세계 [학내가상],학내가상,,30,,문사철영역,전체학년,,1,0
11928,영어소통기법,6516,,30,,외국어영역,전체학년,,2,0
11902,글로벌비즈니스커뮤니케이션,6516,,30,,외국어영역,전체학년,,2,0
13169,안전하고성평등한대학캠퍼스만들기,U316,,30,,인문학영역,전체학년,,2,0
13042,심리학의이해,RC215,,30,,인문학영역,전체학년,,2,0
13141,미디어를활용한장애인의이해,U636,,30,,인문학영역,전체학년,,2,0
11927,영어로읽는아동문학,RC205,,30,,외국어영역,전체학년,,2,0
13087,창업단계별이론과현장이해,9142,,30,,취업과창업영역,전체학년,,2,0
13081,자율활동프로젝트1,학내가상,,30,,자기계발·리더십영역,전체학년,,1,0
13082,자율활동프로젝트2,학내가상,,30,,자기계발·리더십영역,전체학년,,1,0
13075,외암이간과지역문화콘텐츠,6514,,30,,인문학영역,전체학년,,2,0
13030,범죄수사와과학,6514,,30,,과학기술영역,전체학년,,2,0
13088,창업장애물극복및창업실무,9142,,30,,취업과창업영역,전체학년,,2,0
12996,[K-MOOC]동양의지혜 [학내가상],학내가상,,30,,문사철영역,전체학년,,1,0
13100,현대사회와회계 [학내가상],학내가상,,30,,경제사회영역,전체학년,,2,0
13014,기업과법 [학내가상],학내가상,,30,,경제사회영역,전체학년,,2,0
13013,글로벌화와경영환경 [학내가상],학내가상,,30,,경제사회영역,전체학년,,2,0
13029,미래역량Insight-What&How,,,30,,학제간 융복합영역,전체학년,,3,0
13034,사회적이슈와리터러시,6514,,30,,학제간 융복합영역,전체학년,,2,0
13023,디지털시대예술과미학,6209,,30,,학제간 융복합영역,전체학년,,2,0
12035,AI서비스와UI,6125,,30,,소프트웨어개발과활용영역,전체학년,,2,0
12034,[K-MOOC]쇼미더머니기업가정신 [학내가상],학내가상,,30,,취업과창업영역,전체학년,,1,0
13024,모빌리티와미래사회,,,30,,학제간 융복합영역,전체학년,,3,0
10268,사회복지자료분석론,6403,,30,,비영역과목,전체학년,,3,0
10276,의료사회복지론,6403,,30,,비영역과목,전체학년,,3,0
10257,노인복지론,6403,,30,,비영역과목,전체학년,,3,0
13193,의과학의이해,ML313,,30,,비영역과목,전체학년,,3,0
13194,생체신호분석 [학내가상],학내가상,,30,,비영역과목,전체학년,,3,0
12460,현대실용영어,RC307,,30,,비영역과목,전체학년,,2,0
12461,현대실용영어,6506,,30,,비영역과목,전체학년,,2,0
12462,현대실용영어,U602,,30,,비영역과목,전체학년,,2,0
12463,현대실용영어,RC204,,30,,비영역과목,전체학년,,2,0
13181,경영과인문학 [학내가상],학내가상,,30,,경제사회영역,전체학년,,3,0
13343,KT연계AI실무인재양성기초교육,,,30,,비영역과목,전체학년,,2,0
13098,현대사회와평생학습 [학내가상],학내가상,,30,,경제사회영역,전체학년,,2,0
13093,파이썬과게임개발,6207,,30,,소프트웨어개발과활용영역,전체학년,,2,0
13198,행정의이해,U638,,30,,인문학영역,전체학년,,2,0
13342,"디지털경제시대의기업,시장,정부",,,30,,비영역과목,전체학년,,3,0
13344,지식재산법과제도,,,30,,비영역과목,전체학년,,3,0
13155,호모루덴스-축제와놀이,U606,,30,,인문학영역,전체학년,,2,0
13160,컬러&디자인,6412,,30,,학제간 융복합영역,전체학년,,2,0
13228,지구를지키는ESG챌린지(캡스톤디자인),RC202,,30,,학제간 융복합영역,전체학년,,2,0
13127,영화와함께하는숙론,U606,,30,,인문학영역,전체학년,,2,0
13116,인문학과디자인씽킹,6414,,30,,인문학영역,전체학년,,2,0
13111,과학수사론,9144,,30,,인문학영역,전체학년,,2,0
13114,법과학과범죄수사,RC208,,30,,인문학영역,전체학년,,2,0
13112,멋진실패빛나는성공,9144,,30,,자기계발·리더십영역,전체학년,,2,0
13131,MBTI와에니어그램이그리는공감의지도,U629,,30,,자기계발·리더십영역,전체학년,,2,0
13128,영어로배우는흥미로운세계문화와풍습,U601,,30,,외국어영역,전체학년,,2,0
13110,[K-MOOC]ChatGPT를이용한나만의인공지능모델만들기 [학내가상],학내가상,,30,,소프트웨어개발과활용영역,전체학년,,1,0
13126,픽션창작입문,U613,,30,,문사철영역,전체학년,,2,0
13117,조직과리더십 [학내가상],학내가상,,30,,경제사회영역,전체학년,,3,0
13234,공학기초생물학,9526,,30,,MSC영역,전체학년,,3,0
13282,심리상담이론과자기이해,6506,,30,,인문학영역,전체학년,,2,0
13235,흥미로운임상시험모니터링(캡스톤디자인),U421,,30,,학제간 융복합영역,전체학년,,2,0
13275,"레벨업,직장인의무기 [학내가상]",학내가상,,30,,취업과창업영역,전체학년,,2,0
13239,국가안보이해하기,6511,,30,,인문학영역,전체학년,,2,0
13240,북한의체제와삶,6511,,30,,인문학영역,전체학년,,2,0
13244,K-통일상상드라마,6129,,30,,인문학영역,전체학년,,2,0
13345,향설열린강좌,6128,,30,,인문학영역,전체학년,,2,0
11659,C프로그래밍1,1502,,30,,비영역과목,전체학년,,3,0
12132,C프로그래밍1,M419,,30,,비영역과목,전체학년,,3,0
12133,C프로그래밍1,M419,,30,,비영역과목,전체학년,,3,0
11660,C프로그래밍실습1,1504,,30,,비영역과목,전체학년,,1,0
11661,C프로그래밍실습1,1504,,30,,비영역과목,전체학년,,1,0
11747,건축학개론,B213,,30,,비영역과목,전체학년,,3,0
12784,경영통계학,U111,,30,,비영역과목,전체학년,,3,0
10856,공중보건학,3131,,30,,비영역과목,전체학년,,3,0
10098,관광정보론,U212,,30,,비영역과목,전체학년,,3,0
11512,교육사회학,7312,,30,,비영역과목,전체학년,,2,0
11513,교육학개론,U303,,30,,비영역과목,전체학년,,2,0
13220,기계체조1,G401,,30,,비영역과목,전체학년,,1,0
11779,기초회계,U639,,30,,비영역과목,전체학년,,3,0
12524,기초회계,U626,,30,,비영역과목,전체학년,,3,0
12559,기초회계,U626,,30,,비영역과목,전체학년,,3,0
10128,민법총칙,U426,,30,,비영역과목,전체학년,,3,0
10146,법학개론,U309,,30,,비영역과목,전체학년,,3,0
12871,수영1,X004,,30,,비영역과목,전체학년,,1,0
11206,여가론,U305,,30,,비영역과목,전체학년,,3,0
12976,여가론,U210/U305,,30,,비영역과목,전체학년,,3,0
12599,운동생리학,G203,,30,,비영역과목,전체학년,,2,0
10548,유아교육론,7313,,30,,비영역과목,전체학년,,3,0
10549,유아교육론,7313,,30,,비영역과목,전체학년,,3,0
10470,이산수학,9428,,30,,비영역과목,전체학년,,3,0
13260,일반생물1,6341,,30,,비영역과목,전체학년,,3,0
13251,일반생물학,6302,,30,,비영역과목,전체학년,,3,0
10878,일반수학,H205,,30,,비영역과목,전체학년,,3,0
10654,일반화학,1208,,30,,비영역과목,전체학년,,3,0
10004,일반화학,3519,,30,,비영역과목,전체학년,,3,0
10474,일반화학1,9526,,30,,비영역과목,전체학년,,3,0
10595,일반화학1,9547,,30,,비영역과목,전체학년,,3,0
12980,일반화학1,1701,,30,,비영역과목,전체학년,,3,0
13261,일반화학1,6341,,30,,비영역과목,전체학년,,3,0
10618,일반화학실험1,3431,,30,,비영역과목,전체학년,,2,0
11005,재료과학개론,9529,,30,,비영역과목,전체학년,,3,0
10959,정역학,B124,,30,,비영역과목,전체학년,,3,0
12063,체육사,G202,,30,,비영역과목,전체학년,,2,0
12607,컴퓨터프로그래밍,M102,,30,,비영역과목,전체학년,,3,0
13247,컴퓨터프로그래밍,6302,,30,,비영역과목,전체학년,,3,0
13245,컴퓨터프로그래밍실습,6125,,30,,비영역과목,전체학년,,1,0
13253,컴퓨터프로그래밍실습,6125,,30,,비영역과목,전체학년,,1,0
12299,평생교육론,7413,,30,,비영역과목,전체학년,,3,0
11322,해부생리학,1604,,30,,비영역과목,전체학년,,3,0
10108,행정학개론,U303,,30,,비영역과목,전체학년,,3,0
12346,형법총론1,U426,,30,,비영역과목,전체학년,,3,0
10619,일반화학1,3232,,30,,비영역과목,전체학년,,3,0
10005,일반생물학1,3518,,30,,비영역과목,전체학년,,3,0
10065,일반생물학1,3234,,30,,비영역과목,전체학년,,3,0
12981,일반생물학1,1701,,30,,비영역과목,전체학년,,3,0
11131,사회체육개론,3124,,30,,비영역과목,전체학년,,2,0
10374,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10375,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10376,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10377,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10378,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10379,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10380,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10381,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10382,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10383,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
10384,인간사랑 [학내가상],학내가상,,30,,비영역과목,전체학년,,2,0
